MODULE	P	FREQ	ZSCORE	CHI	CHI_SD	CHI_SE	NGENES	NMARKER	DENSITY	FDR	DESCR	TOPGENES	TOPMARKERS	TOPVALUES
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.0453404299774967	0.0123203285420945	1.69181705900833	-0.568646456123373	0.383575263398418	0.121297148643802	123	420	1	0.395377891559027		PSMC3,RAPSN;BTBD1,ADAMTS7P1,GOLGA6L9,GOLGA2P10,CSPG4P10;AREL1;TRIM11;ZNF500,MGRN1;UBE3D;FBXO15;ESPNL,UBE2F,KLHL30,KLHL30-AS1;PRPSAP2,FBXW10,TVP23B,TRIM16L;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4	rs3781627;rs75884951;rs10134885;rs147675116;rs759992;rs2783165;rs1943930;rs62194470;rs2654399;rs931794	4.63;3.68;3.28;3.23;3.13;3.09;3.08;2.89;2.88;2.81
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	0.045381024715492	0.0123203285420945	1.69139152727948	-0.838580031002682	0.793238413974127	0.250844011569778	155	581	1	0.3956002970053		STAG3,PVRIG,AP4M1,LAMTOR4,AGFG2,GATS;POLR2E;ERCC3;SUPT4H1;EHMT2;ELL;CDKN2A;TTC5;POLR2B;RBL2	rs34857299;rs4147929;rs55636820;rs1985749;rs6913605;rs748609;rs518394;rs2152488;rs4276341;rs17802269	5.80;5.55;4.73;4.19;3.62;3.54;3.53;3.17;2.93;2.92
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	0.048367968300839	0.0129521402622019	1.66088803069586	0.401785021660459	1.60919682685348	0.50887271763726	41	240	1	0.415253209682792		TRMT61A,RP11-73M18.8,KLC1,BAG5,MARK3,RP11-73M18.6;NUP85;HSPA1L;NUP88;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;HSPA12A;RPA3;RAET1G,ULBP2,LATS1,NUP43,GINM1,RAET1E-AS1,RP11-350J20.5,RP11-350J20.9;HSPA4;NUP50	rs8005540;rs114562713;rs74999184;rs8064959;rs2142695;rs10886010;rs2158713;rs12663698;rs72801454;rs132847	3.72;3.15;2.99;2.69;2.61;2.25;2.23;2.19;1.97;1.95
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	0.0485835601884277	0.0129521402622019	1.65874533257719	-1.73168452341989	2.03970378537524	0.645010971385301	311	1184	0.985024958402662	0.416505558839845		APOC1;APOE;APOC2;APOC4;ABCA7;GNB2;AZGP1,CNPY4;ATP7B,TPTE2P2,NEK5,RP11-245D16.4;PSMC3,RAPSN;ATP8B4	rs584007;rs434132;rs62117224;rs5112;rs4147929;rs60738304;rs60738304;rs61957297;rs3781627;rs5026421	78.56;20.20;12.69;6.49;5.55;5.36;5.36;4.79;4.63;4.10
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	0.0498367870183918	0.0132680461222556	1.6464381988803	0.828605666463476	0.399547891873989	0.126348137264049	36	132	1	0.422962644608264		POLR2E;SUPT4H1;INTS1;ELL;POLR2B;RPRD1A;GTF2F2;CCNT2;ADAL,RNU6-554P,STRC,AC011330.5,CATSPER2P1,HYPK,STRCP1,LCMT2,RNU6-353P,ELL3,CKMT1A,MAP1A,PDIA3P2;ZC3H8	rs4147929;rs1985749;rs3735654;rs748609;rs4276341;rs1786238;rs59407355;rs6751833;rs12899922;rs72952468	5.55;4.19;3.70;3.54;2.93;2.73;2.64;2.57;2.45;2.34
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	0.0505925426423714	0.0135839519823093	1.63913529760166	-1.13214658367751	1.47538496577718	0.466557691742547	224	927	0.973739495798319	0.425675186370297		STAG3,PVRIG,AP4M1,LAMTOR4,AGFG2,GATS;PSMC3,RAPSN;RPL13;TRMT61A,RP11-73M18.8,KLC1,BAG5,MARK3,RP11-73M18.6;SAXO2,UBE2Q2P2,RPS17;EHMT2;CDKN2A;MAPK9;LIMD1;NUP85	rs34857299;rs3781627;rs3096309;rs8005540;rs75884951;rs6913605;rs518394;rs73338764;rs7648681;rs114562713	5.80;4.63;3.77;3.72;3.68;3.62;3.53;3.42;3.36;3.15
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	0.0554427946500303	0.0150055283525509	1.59422526658614	-0.0633318052123008	1.85625922918712	0.587000709193981	88	336	0.994082840236686	0.457746866400503		APOC1;APOE;APOC2;APOC4;POLR2E;GNB2;GNB4;POLR2B;IGF1R;GTF2F2	rs584007;rs434132;rs62117224;rs5112;rs4147929;rs60738304;rs1345445;rs4276341;rs2654981;rs59407355	78.56;20.20;12.69;6.49;5.55;5.36;3.24;2.93;2.84;2.64
REACTOME_DEATH_RECEPTOR_SIGNALLING	0.055745203964343	0.0150055283525509	1.59152973993225	0.509507639863083	0.241558400605895	0.0763874733862025	61	216	1	0.459669654132309		MADD;ARHGEF5;OTULIN;SPPL2A;BAD;PRKAR2A,USP4;NGFR;RTN4;ARHGEF10;OBSCN	rs3781627;rs77283277;rs9686800;rs7183456;rs35938015;rs6809851;rs62077747;rs2968787;rs1137514;rs12026358	4.63;3.39;3.35;3.21;2.80;2.75;2.51;2.49;2.44;2.42
REACTOME_REGULATION_OF_TP53_ACTIVITY	0.0560450629989036	0.0150055283525509	1.5888683147669	0.518980396714105	0.899104944790173	0.284321948105689	62	233	1	0.461061376252514		EHMT2;CDKN2A;TTC5;MRE11;PRKAG2;PPP2R1B;PIP4K2A;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;JMY;PPP1R13B	rs6913605;rs518394;rs2152488;rs552126;rs4725434;rs11213899;rs11013048;rs2142695;rs1644005;rs72706019	3.62;3.53;3.17;2.85;2.75;2.72;2.66;2.61;2.54;2.50
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.0575181645603444	0.0156373400726583	1.57595432810849	0.171858550509853	0.439150480961186	0.138871575539576	28	85	1	0.467814405090801		PSMC3,RAPSN;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;MCM6;E2F1;PSMD9;PSMB9;MCM7;UBA52;PSMD2;MCM8	rs3781627;rs931794;rs62158859;rs75399011;rs28376585;rs4148868;rs183253503;rs4629093;rs9846954;rs236170	4.63;2.81;2.20;2.04;1.90;1.84;1.80;1.74;1.71;1.68
REACTOME_PCP_CE_PATHWAY	0.0589122403988772	0.0159532459327121	1.56397056659905	0.445706390512649	0.556126943279437	0.175862780895029	41	104	1	0.475192947349621		PSMC3,RAPSN;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;PRKCA;AP2A2;WNT5A;PSMD9;PSMB9;AP2A1;FZD1;UBA52	rs3781627;rs931794;rs179275;rs7395773;rs12496267;rs28376585;rs4148868;rs7251269;rs11980010;rs4629093	4.63;2.81;2.61;2.44;1.95;1.90;1.84;1.83;1.74;1.74
KEGG_ABC_TRANSPORTERS	0.0639078502865759	0.0176907281630074	1.52277222722616	-0.416044379770276	5.15689175473601	1.63075235919082	24	442	0.991031390134529	0.511262802292607		ABCA7;ABCB4;ABCC2;ABCC8;TAP2,HLA-DOB,PPT2;TAP1;CFTR;ABCC11;ABCB9;CCDC153,ABCG4,PDZD3	rs4147929;rs45493392;rs12573067;rs12801545;rs7450522;rs4148868;rs12536356;rs6500380;rs7303456;rs626984	5.55;2.34;2.09;2.06;1.95;1.84;1.79;1.55;1.44;1.38
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	0.0672234265720393	0.0187963986731954	1.49679405705934	0.874687316836007	0.639583245444869	0.20225398088883	17	68	1	0.529451840678342		POLR2E;SUPT4H1;ELL;POLR2B;GTF2F2;CCNT2;NELFE;SUPT5H;SSRP1;POLR2D	rs4147929;rs1985749;rs748609;rs4276341;rs59407355;rs6751833;rs9268399;rs6508878;rs1943651;rs34616919	5.55;4.19;3.54;2.93;2.64;2.57;2.35;1.51;1.40;1.40
KEGG_HUNTINGTONS_DISEASE	0.0672887337263697	0.0187963986731954	1.49629242798551	-0.242464466685134	0.72629137725328	0.229673499706097	68	271	0.992673992673993	0.529749570974191		POLR2E;MTCH2,RP11-750H9.5,FAM180B,SLC39A13,C1QTNF4,NDUFS3;POLR2B;UQCRC2;AMT,NCKIPSD,P4HTM,DALRD3,QRICH1,GPX1,WDR6,NICN1,GMPPB,RP11-694I15.7;MST1P2,MST1L,CROCC,MFAP2,SDHB,ATP13A2;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;NDUFA6;SDHA,PDCD6;AP2A2	rs4147929;rs3781627;rs4276341;rs138836545;rs6809851;rs55779591;rs2142695;rs2142695;rs7723693;rs7395773	5.55;4.63;2.93;2.80;2.75;2.68;2.61;2.61;2.56;2.44
REACTOME_MEIOTIC_SYNAPSIS	0.0712091467300009	0.0202179750434371	1.46684474872537	0.886903789134066	0.432295035810716	0.136703693434592	13	37	1	0.544087272674443		STAG3,PVRIG,AP4M1,LAMTOR4,AGFG2,GATS;SYNE2;SYCP1;SYCE3;POT1;UBE2I;SYCE1;DIDO1;SUN1;ATR	rs34857299;rs2357003;rs73009483;rs77841946;rs702458;rs6600130;rs8192769;rs1054866;rs112123029;rs12629001	5.80;2.59;1.87;1.60;1.54;1.52;1.50;1.08;1.06;1.01
KEGG_LYSOSOME	0.0712230777895867	0.0202179750434371	1.46674235749722	-1.09269623519972	4.90698324630047	1.55172434985965	72	633	1	0.544137125665335		STAG3,PVRIG,AP4M1,LAMTOR4,AGFG2,GATS;GGA3;CTSB;CYP2D6,NAGA,WBP2NL,RP1-257I20.14,FAM109B,OLA1P1;GGA2;AP3B2;PSAP;HGSNAT;GS1-124K5.12,GUSB,RABGEF1;CTSL	rs34857299;rs114562713;rs62495696;rs713881;rs1468138;rs75357244;rs16929688;rs58134732;rs4521650;rs7049159	5.80;3.15;2.72;2.66;2.52;2.39;2.32;2.28;2.23;2.22
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	0.0721424696589872	0.0205338809034908	1.4600186829179	0.132390051403207	0.533662487961575	0.168758896375077	20	94	1	0.548346687679813		RAD51C;XRCC3;MRE11;GEN1;RBBP8;RMI2;RMI1;RP11-1134I14.6,RP11-1134I14.8,ATP6V1G1P2,SPIDR,MCM4,RP11-1134I14.4;TOP3A,CCDC144B,CTD-2303H24.2,USP32P2,FAM106A,KRT17P2,SHMT1,LLGL1;MUS81	rs1985749;rs8005540;rs552126;rs4364022;rs12232566;rs152303;rs10868094;rs2355357;rs8069321;rs189367618	4.19;3.72;2.85;2.53;1.71;1.68;1.66;1.54;1.51;1.37
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	0.0721709147644337	0.0205338809034908	1.45981170940534	-0.12876598019613	0.48940101093279	0.154762188373658	63	178	0.994413407821229	0.548521758169088		PSMC3,RAPSN;SUDS3;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;ZNF589,TMA7,MRPS18AP1,CDC25A;PRKAR2A,USP4;AXIN1;USP8;MYC;TADA3;USP37,CNOT9,PLCD4,RP11-548H3.1	rs3781627;rs61945218;rs931794;rs6809851;rs6809851;rs11645554;rs11635546;rs7817534;rs6443265;rs4674309	4.63;4.14;2.81;2.75;2.75;2.47;2.42;2.27;2.25;2.17
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	0.0721846746781831	0.0205338809034908	1.45971161136095	0.50646347825153	0.402965928765944	0.127429015434555	37	109	1	0.548606427039953		PSMC3,RAPSN;CDKN2A;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;MYC;TCF7L1;MAML3;SMAD4;CTNNB1;PSMD9	rs3781627;rs518394;rs931794;rs2142695;rs7817534;rs7340340;rs12644295;rs9952138;rs2691678;rs28376585	4.63;3.53;2.81;2.61;2.27;2.22;2.13;2.13;1.99;1.90
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.0766434373158091	0.0225872689938398	1.42801731557449	2.36753104280438	2.09355681371616	0.662040794230791	31	83	0.976470588235294	0.575415344770998		APOC1;APOE;APOC2;APOC4;AP2A2;LMF2;NCEH1;PCSK9;CIDEC;AP2A1	rs584007;rs434132;rs62117224;rs5112;rs7395773;rs12163404;rs34628732;rs11588151;rs279599;rs7251269	78.56;20.20;12.69;6.49;2.44;2.27;2.00;1.87;1.83;1.83
REACTOME_REGULATION_OF_TNFR1_SIGNALING	0.0777837611214714	0.0230611277839204	1.4201379554973	0.894756594592982	0.758787040098873	0.239949530572995	12	60	1	0.576396371546794		MADD;OTULIN;SPPL2A;PRKAR2A,USP4;IKBKB;UBA52;CASP8;TRAF1;RBCK1;USP21	rs3781627;rs9686800;rs7183456;rs6809851;rs58134732;rs4629093;rs16836399;rs306793;rs8116493;rs111567604	4.63;3.35;3.21;2.75;2.28;1.74;1.63;1.56;1.26;1.13
REACTOME_HEDGEHOG_ON_STATE	0.0784038485055275	0.0233770336439741	1.41589005540784	0.193905353284801	0.334758003637472	0.105859775646534	33	103	1	0.57692526014788		PSMC3,RAPSN;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;GAS8,GAS8-AS1;GPR161;ITCH;BOC;PSMD9;PSMB9;UBA52;PSMD2	rs3781627;rs931794;rs34133162;rs10800342;rs6120532;rs76701821;rs28376585;rs4148868;rs4629093;rs9846954	4.63;2.81;2.71;2.44;2.24;2.00;1.90;1.84;1.74;1.71
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_	0.079018308714722	0.0236929395040278	1.41170575735994	0.426892416445626	1.67428323870174	0.529454848254089	20	145	1	0.578947291628785		HSPA1L;TUBB8;ACTR10;DYNC1I1;CAPZA2;TUBB2A;ACTR1A;TUBA1C;DCTN6;DNAJA4,IDH3A	rs74999184;rs7070067;rs117749108;rs17167209;rs75339723;rs17135297;rs11594179;rs11168921;rs80323232;rs8035902	2.99;2.12;1.77;1.68;1.51;1.39;1.35;1.34;1.33;1.31
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.0792328287468033	0.0236929395040278	1.41025074251776	0.842929369211521	0.653839389163668	0.206762169369041	13	53	1	0.579911165394971		POLR2E;SUPT4H1;POLR2B;GTF2F2;NELFE;SUPT5H;POLR2D;CTDP1;NELFB;NELFA	rs4147929;rs1985749;rs4276341;rs59407355;rs9268399;rs6508878;rs34616919;rs77337889;rs9330201;rs3135123	5.55;4.19;2.93;2.64;2.35;1.51;1.40;1.35;1.18;1.18
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	0.0817690404792319	0.0247986100142158	1.39327025800841	0.613954053933731	0.320271697331871	0.101278803365678	24	63	1	0.591159877835039		PSMC3,RAPSN;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;WNT5A;PSMD9;PSMB9;FZD1;UBA52;PSMD2;PSMC5;VANGL2	rs3781627;rs931794;rs12496267;rs28376585;rs4148868;rs11980010;rs4629093;rs9846954;rs241077;rs9726326	4.63;2.81;1.95;1.90;1.84;1.74;1.74;1.71;1.59;1.51
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	0.0826973338699431	0.0252724688042963	1.38715446256955	0.359081911321299	2.7764337182827	0.877985432226361	21	115	0.982905982905983	0.593474984243121		APOC1;APOE;APOC2;APOC4;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;RXRA;TNRC6B;COL11A2,HLA-DPA3,RXRB,HCG24,HLA-DPB2;ABCG1;KDM3A	rs584007;rs434132;rs62117224;rs5112;rs2142695;rs35100526;rs139921;rs926419;rs7275201;rs2367546	78.56;20.20;12.69;6.49;2.61;1.47;1.47;1.24;1.16;1.15
REACTOME_SNRNP_ASSEMBLY	0.086357635129497	0.0265360922445111	1.3635308447815	0.607517452768334	0.794019195808053	0.251090916464867	24	96	1	0.615219356834957		GEMIN7;NUP85;SNRPF;NUP88;SNUPN;RAET1G,ULBP2,LATS1,NUP43,GINM1,RAET1E-AS1,RP11-350J20.5,RP11-350J20.9;NUP50;NUP35;SNRPD2;SEH1L	rs10405086;rs114562713;rs71458574;rs8064959;rs77062222;rs12663698;rs132847;rs7570918;rs2163866;rs6505774	19.30;3.15;2.74;2.69;2.60;2.19;1.95;1.80;1.55;1.48
KEGG_PANCREATIC_CANCER	0.0891194456427283	0.027799715684726	1.34619731339182	-0.0348976275278624	0.502529956939194	0.158913925639419	28	77	1	0.623979990907217		CDKN2A;MAPK9;PIK3CB;BAD;RB1;RALGDS;MAPK10;IKBKB;SMAD4;E2F1	rs518394;rs73338764;rs6780823;rs35938015;rs9535015;rs636219;rs10032200;rs58134732;rs9952138;rs75399011	3.53;3.42;2.88;2.80;2.62;2.53;2.41;2.28;2.13;2.04
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	0.0893551626957817	0.0279576686147528	1.34473655466672	0.634949006070472	0.337253286471257	0.106648853362642	18	54	1	0.624718280893877		PSMC3,RAPSN;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;MAP3K14;PSMD9;PSMB9;RELB;UBA52;PSMD2;PSMC5;PSMB1	rs3781627;rs931794;rs77692262;rs28376585;rs4148868;rs3212930;rs4629093;rs9846954;rs241077;rs2881057	4.63;2.81;2.20;1.90;1.84;1.76;1.74;1.71;1.59;1.50
REACTOME_TBC_RABGAPS	0.0898946716632612	0.0282735744748065	1.34140392685834	0.346533753179932	0.342828992338308	0.108412046372947	20	60	1	0.626080184070464		GGA3;RABEP1;MAP1LC3B;GGA2;RAB7B;TBC1D20;GS1-124K5.12,GUSB,RABGEF1;RAB6B;TBC1D10C;RAB8A	rs114562713;rs9902384;rs12600054;rs1468138;rs72752927;rs6051908;rs4521650;rs73861195;rs78376193;rs2886098	3.15;2.81;2.63;2.52;2.40;2.27;2.23;1.91;1.89;1.77
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_	0.090403430168626	0.0285894803348602	1.33827484016282	-0.197885552846569	0.606919807245259	0.191924894796538	38	175	1	0.626853976425311		RAD51C;XRCC3;POLK;MRE11;GEN1;RFC1;CHEK1;RPA3;RAD9A;UBA52	rs1985749;rs8005540;rs141498250;rs552126;rs4364022;rs28609388;rs35852387;rs2158713;rs78376193;rs4629093	4.19;3.72;3.58;2.85;2.53;2.28;2.27;2.23;1.89;1.74
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.092137593078754	0.0293792449849945	1.32770619512551	0.811829525405288	1.10931577934459	0.350796450709367	16	50	0.943396226415094	0.629467498365333		APOE;HPX;AMBP;COLEC12;LL22NC03-80A10.6,IGLV1-51;HPR;MSR1;TXNL4B,HP,HYDIN;COLEC11;SSC5D	rs434132;rs55752019;rs10759681;rs639124;rs6001927;rs79019500;rs11994704;rs112665227;rs55922055;rs117465505	20.20;2.64;2.24;2.08;2.01;1.79;1.65;1.58;1.33;1.21
REACTOME_SIGNALING_BY_WNT	0.0922383493897999	0.0293792449849945	1.32709669408353	-0.48690578321399	0.59220318842213	0.187271091302779	120	350	1	0.629627245221678		GNB2;PSMC3,RAPSN;WNT3A,C1orf145,MRPL55,IBA57,RP5-1139B12.2;GNB4;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;PPP2R1B;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;PRKCA;CDCA3,LRRC23,ATN1,SPSB2,GNB3,C1RL-AS1,DSTNP2,RPL13P5;AXIN1	rs60738304;rs3781627;rs12086213;rs1345445;rs931794;rs11213899;rs2142695;rs179275;rs10772577;rs11645554	5.36;4.63;3.52;3.24;2.81;2.72;2.61;2.61;2.58;2.47
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	0.0935940262187346	0.0300110567051019	1.3189433490399	-0.0854682621157292	0.667217621879732	0.210992738014095	35	144	1	0.63188489660461		POLR2E;ERCC3;SUPT4H1;ELL;POLR2B;GTF2F2;CCNT2;NELFE;CHEK1;GTF2H1	rs4147929;rs55636820;rs1985749;rs748609;rs4276341;rs59407355;rs6751833;rs9268399;rs35852387;rs10766467	5.55;4.73;4.19;3.54;2.93;2.64;2.57;2.35;2.27;2.00
REACTOME_PYRUVATE_METABOLISM	0.0939158952378834	0.0301690096351287	1.31702038852401	0.849187317259198	0.420749485376305	0.133052669813283	16	85	1	0.632255823788825		ME1;MPC2;GLO1;SMG1P7,CLEC18A,EXOSC6,PDXDC2P,WWP2,SF3B3,AARS,CLEC18C,PDPR;PICK1,CTA-228A9.3,SLC16A8;MPC1;GSTZ1;PDK1;HAGH;PDHB	rs6903322;rs432110;rs2748157;rs8061221;rs62236744;rs6928141;rs6574405;rs34938988;rs2729578;rs2292679	3.94;3.06;2.70;2.63;2.46;2.35;2.31;2.27;1.86;1.73
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.094863407808103	0.0304849154951824	1.31138769007795	0.971367924859885	0.330838179446171	0.104620218399341	12	44	1	0.6328691617507		STAG3,PVRIG,AP4M1,LAMTOR4,AGFG2,GATS;RRAGD;SLC38A9;EIF4EBP1;LAMTOR3;EIF4E;AKT1S1;EIF4B;MLST8;MTOR	rs34857299;rs16881774;rs115415875;rs35866749;rs11931551;rs7375618;rs62114265;rs1052028;rs26833;rs2791653	5.80;2.74;1.95;1.76;1.75;1.68;1.54;1.39;1.38;1.37
REACTOME_HS_GAG_BIOSYNTHESIS	0.095835683955509	0.030958774285263	1.3056507074894	-0.172595554016449	0.676444462207888	0.213910521118462	14	51	1	0.633493855091177		GPC2;NDST3;HS6ST3;EXT1;GPC5;GPC6;HS3ST4;HS6ST1;GPC1;HS3ST1	rs34857299;rs2389379;rs9561996;rs72673939;rs9523315;rs397011;rs74713459;rs11554551;rs184125501;rs79351658	5.80;2.01;1.98;1.70;1.57;1.55;1.50;1.37;1.27;1.24
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.09668222784179	0.0314326330753435	1.30069038221806	0.117410612091314	0.604162060598026	0.191052818735043	38	110	1	0.6367423213912		ARHGEF5;BAD;NGFR;ARHGEF10;OBSCN;MCF2L;ITGB3BP;SOS2;APH1B;PLEKHG5	rs77283277;rs35938015;rs62077747;rs1137514;rs12026358;rs7338432;rs41285356;rs10149715;rs117618017;rs75725904	3.39;2.80;2.51;2.44;2.42;2.29;2.28;2.26;2.19;1.89
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.0967302156290224	0.0314326330753435	1.30041015505317	0.236267328105254	0.462962047123636	0.14640145391249	31	93	1	0.636970254793188		XRRA1,RP11-147I3.1,AP000560.3,NEU3;AMT,NCKIPSD,P4HTM,DALRD3,QRICH1,GPX1,WDR6,NICN1,GMPPB,RP11-694I15.7;MPI;GFPT2;SLC35A1;GMPPA;MVD;GLB1;FUOM;NEU4	rs4456280;rs6809851;rs77062222;rs9784702;rs9353485;rs13011262;rs35627407;rs75233610;rs4074446;rs73014052	3.24;2.75;2.60;2.48;2.20;2.20;2.19;2.01;1.90;1.85
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	0.100870850859602	0.0333280682356658	1.27660509635317	0.41783641515938	0.272182503280861	0.0860716649613775	17	63	1	0.656333002926476		GNB2;GNB4;LA16c-OS12.2,RGS11;CDCA3,LRRC23,ATN1,SPSB2,GNB3,C1RL-AS1,DSTNP2,RPL13P5;CCT3;CSNK2B;RGS9;GNG10;GNG4;GNG7	rs60738304;rs1345445;rs9940585;rs10772577;rs12141630;rs2853915;rs55641320;rs7030621;rs112394665;rs61026247	5.36;3.24;2.90;2.58;2.49;2.30;2.08;1.76;1.68;1.55
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.103178916240261	0.0341178328858	1.26364400233266	-0.124825257036794	0.477736593217378	0.151073575617626	37	125	1	0.660837067839706		XRRA1,RP11-147I3.1,AP000560.3,NEU3;AMT,NCKIPSD,P4HTM,DALRD3,QRICH1,GPX1,WDR6,NICN1,GMPPB,RP11-694I15.7;MPI;GFPT2;KCTD21,ALG8,KCTD21-AS1,RP11-7I15.4,NDUFC2,THRSP;SLC35A1;GMPPA;MVD;GLB1;FUOM	rs4456280;rs6809851;rs77062222;rs9784702;rs731639;rs9353485;rs13011262;rs35627407;rs75233610;rs4074446	3.24;2.75;2.60;2.48;2.28;2.20;2.20;2.19;2.01;1.90
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	0.10364111400862	0.0342757858158269	1.26107388638788	-0.818054219977498	1.5455377693564	0.488741956098221	65	419	1	0.661486732937142		PSMC3,RAPSN;SLC20A2;SLC2A9;NUP85;SLC24A4;CHRNA3,CHRNA5,RP11-650L12.2,PSMA4;NUP88;VPREB3,SMARCB1,MMP11,DERL3;RNF185;ABCB4	rs3781627;rs59236867;rs2278121;rs114562713;rs4904847;rs931794;rs8064959;rs9306389;rs5753618;rs45493392	4.63;3.64;3.54;3.15;2.90;2.81;2.69;2.60;2.36;2.34
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.103692894061876	0.0342757858158269	1.26078647459837	-0.00872284061848626	0.504381688532512	0.159499494584437	42	199	1	0.661494646741238		POLR2E;ERCC3;SUDS3;EHMT2;EED;CSDC2,EP300,MEI1,POLR3H,ZC3H7B;TM6SF2,GATAD2A,MAU2;CBX3;TAF1D;SF3B1	rs4147929;rs55636820;rs61945218;rs6913605;rs12797615;rs2142695;rs11669516;rs56021640;rs12363660;rs113784795	5.55;4.73;4.14;3.62;2.65;2.61;2.20;2.09;2.09;2.02
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	0.105690047201124	0.035223503395988	1.24977953360449	0.526675764200704	0.545714207184799	0.172569984621699	30	108	1	0.661797719815834		POLR2E;ERCC3;SUPT4H1;ELL;POLR2B;GTF2F2;CCNT2;NELFE;GTF2H1;TCTN2,ATP6V0A2,GTF2H3,RP11-338K17.6	rs4147929;rs55636820;rs1985749;rs748609;rs4276341;rs59407355;rs6751833;rs9268399;rs10766467;rs34996665	5.55;4.73;4.19;3.54;2.93;2.64;2.57;2.35;2.00;1.85
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.106660408977613	0.0356973621860686	1.24448581194961	0.475815314888311	0.65661385662233	0.20763953301538	36	135	1	0.661943480976804		BLOC1S3;STAG3,PVRIG,AP4M1,LAMTOR4,AGFG2,GATS;CCDC189,KAT8,RP11-196G11.2,PRSS36,STX4,RNF40;FAM160A1,GATB,RP11-164P12.3,RP11-164P12.5,SH3D19;GAK;SH3GL2;CLVS1;TPD52L1;MARVELD3,AP1G1;HIP1R	rs140167268;rs34857299;rs11150601;rs9998197;rs138876015;rs10963166;rs2931329;rs7741633;rs13332180;rs10773547	5.94;5.80;3.93;3.50;2.96;2.70;2.56;2.32;1.94;1.68
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	0.10801455254606	0.0364871268362028	1.23715618294891	-0.22723772501953	0.539129851930824	0.170487828669073	29	175	1	0.662145300283197		POLR2E;ERCC3;EHMT2;TM6SF2,GATAD2A,MAU2;TAF1D;GTF2H1;TCTN2,ATP6V0A2,GTF2H3,RP11-338K17.6;TWISTNB;POLR1B;RRN3,AF001548.6	rs4147929;rs55636820;rs6913605;rs11669516;rs12363660;rs10766467;rs34996665;rs6942489;rs60653302;rs72770189	5.55;4.73;3.62;2.20;2.09;2.00;1.85;1.79;1.77;1.74
