MODULE	gwas.P	gwas.FDR	gwas.Z	gwas.Chi_Var	ewas1.P	ewas1.FDR	ewas1.Z	ewas1.Chi_Var	ewas2.P	ewas2.FDR	ewas2.Z	ewas2.Chi_Var	META.P	META.FDR	Cochran.Q	Cochran.P	I2	gwas.TOPGENES	gwas.TOPMARKERS	gwas.TOPVALUES	ewas1.TOPGENES	ewas1.TOPMARKERS	ewas1.TOPVALUES	ewas2.TOPGENES	ewas2.TOPMARKERS	ewas2.TOPVALUES
KEGG_ERBB_SIGNALING_PATHWAY	0.22710035786389	0.749859672192089	0.748430194197525	0.94950979562057	0.384635198977595	0.8941519560648	0.293329381120193	0.113364598750129	0.670393070673901	0.963707453526637	-0.440998809782427	0.362832392225751	3.64e-01	0.7326	1.52e+00	4.69e-01	0	ERBB4;BTC;PIK3CB;MAP2K1;RPS6KB1;PLCG2;NRG1;SOS2;PIK3R5;ABL2	rs10932423;rs7673066;rs17282752;rs12914540;rs2250526;rs7194131;rs2347497;rs2356245;rs443532;rs6666455	2.50;2.24;2.11;1.90;1.48;1.48;1.42;1.34;1.34;1.34	STAT5B;SHC3;ERBB3;HBEGF;ERBB2;STAT5A;PIK3CD;CBLC;PRKCG;PAK7	cg04745805;cg13351583;cg19258882;cg01599709;cg11993754;cg16777510;cg20994801;cg22780475;cg26626089;cg12645220	5.53;5.01;3.82;3.65;3.36;3.14;2.62;2.49;2.23;2.14	ABL1;PIK3CD;PRKCA;EGFR;NRG2;SRC;SHC3;CAMK2G;NCK2;PTK2	cg10803013;cg09706586;cg14648237;cg21681212;cg04636402;cg23410129;cg26493353;cg14632281;cg01295249;cg19367933	11.63;10.44;8.76;8.21;8.10;7.99;7.98;7.72;7.33;7.19
KEGG_OXIDATIVE_PHOSPHORYLATION	0.0016989250646536	0.0152718629381107	2.92924634539321	4.57762852155618	0.747277546152733	0.997758300915057	-0.665947109259436	0.287916797413581	0.95409554098604	0.999999998910066	-1.68593189380113	0.942201911370917	3.69e-01	0.7350	3.91e+00	1.42e-01	48.8388249680397	ATP6V1G2;COX11;NDUFV3;ATP6V1E2;NDUFB8;ATP6V0E1;ATP6V0A1;COX7A2L;NDUFA9;NDUFC2	rs9263967;rs2628311;rs234723;rs17818399;rs3793771;rs12655428;rs2062213;rs8179836;rs2267546;rs230662	14.14;2.95;2.74;2.62;2.45;2.36;2.36;2.24;2.17;2.08	NDUFS1;ATP6V0C;COX7A1;NDUFS2;ATP12A;NDUFC2;COX6A2;ATP6V0A2;ATP6V0A4;ATP4B	cg27248887;cg05483509;cg24335895;cg07354440;cg13337662;cg03476370;cg24110063;cg04140754;cg26349773;cg06811800	3.15;2.53;2.37;2.02;1.89;1.62;1.56;1.41;1.32;1.28	COX10;LHPP;ATP5J2;COX4I2;NDUFS2;SDHB;ATP6V1H;NDUFC1;SDHA;ATP5B	cg08036492;cg01247788;cg08692828;cg22588850;cg08545169;cg22688160;cg10333144;cg03344043;cg10425513;cg09427156	9.93;7.57;7.30;6.95;6.69;6.22;6.14;6.05;5.96;5.94
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1	1			0.722139899606418	0.996289661375892	-0.589210311553363	0.0983765754733645	0.174071698124236	0.387053540535065	0.938196578780792	0.111230317340099	4.03e-01	0.7925	1.11e+01	3.83e-03	82.030910786219				UGT1A10;UGT1A7;UGDH;ALDH7A1;ALDH3A2;UGT2B7;UGT1A3;UGT1A1;UGT1A6;UGT2B17	cg26238727;cg10432859;cg09067967;cg08675664;cg22767735;cg04558553;cg23464269;cg11811840;cg12385643;cg19481811	1.43;1.28;1.18;1.04;0.63;0.62;0.53;0.52;0.44;0.32	UGT1A10;ALDH3A2;ALDH2;ALDH7A1;UGT2B10;MIOX;ALDH1B1;UGDH;ALDH9A1;UGT1A6	cg00470972;cg14529102;cg10887937;cg21906644;cg03180042;cg23375068;cg14221617;cg27406727;cg17937102;cg07512295	7.95;6.27;5.84;5.44;5.12;4.86;4.58;4.32;4.26;3.91
KEGG_VEGF_SIGNALING_PATHWAY	0.617741921700009	0.999999999976463	-0.299555598818393	0.151144418608863	0.770487077947691	0.999184222604247	-0.740451888199539	0.242209522010307	0.0804056168361452	0.218174250523927	1.4023484008566	0.269615502993043	4.17e-01	0.8128	1.01e+01	6.25e-03	80.2946090588313	PIK3CB;MAP2K1;PLA2G4B;MAPK13;DUS2,PLA2G15,PRMT7,DPEP3,NFATC3,SLC7A6,ESRP2,TSNAXIP1;PLCG2;NFAT5;PIK3R5;TBX6,YPEL3,SMG1P5,MAPK3,NPIPB12,CDIPTOSP,INO80E;NFATC2	rs17282752;rs12914540;rs6493012;rs9470235;rs8056893;rs7194131;rs2276329;rs443532;rs11150590;rs6063641	2.11;1.90;1.89;1.66;1.58;1.48;1.47;1.34;1.21;1.18	SH2D2A;PLA2G4E;PIK3CD;PRKCG;PLA2G1B;MAPK1;PIK3CG;PTK2;PTGS2;MAPKAPK2	cg12499211;cg15228639;cg20994801;cg26626089;cg18133966;cg05546044;cg08779777;cg11398680;cg13986130;cg03958426	3.75;2.87;2.62;2.23;1.90;1.72;1.69;1.49;1.46;1.31	PIK3CD;PRKCA;SH2D2A;PXN;SRC;MAPKAPK3;NFATC1;PLA2G2A;PLA2G6;PTK2	cg09706586;cg14648237;cg00626119;cg15893360;cg23410129;cg02859319;cg02736255;cg10993488;cg18981758;cg19367933	10.44;8.76;8.40;8.18;7.99;7.56;7.45;7.38;7.28;7.19
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1	1			1	1			0.4320420507191	0.785153342172211	0.171177623777967	0.0645209827403149	4.32e-01	0.8238	0.00e+00	1.00e+00	0							NPAS2;BHLHE41;ARNTL;CRY2;CSNK1E;BHLHE40;PER3;CSNK1D;CLOCK;PER2	cg01247693;cg13515269;cg07568015;cg24354272;cg01346718;cg01864791;cg22507406;cg12503656;cg05826175;cg20070418	7.42;7.22;6.80;6.70;6.08;5.26;5.13;5.01;4.60;4.36
KEGG_GLYCEROLIPID_METABOLISM	0.272739436868507	0.792493137876531	0.604548741703077	0.580815207173171	0.188603096721304	0.634431203397015	0.883055670853609	0.767613781476318	0.887410452089459	0.981054475152506	-1.21287112785365	0.13817412743445	4.37e-01	0.8288	8.06e+00	1.77e-02	75.1978756151889	AGPAT1;ALDH7A1;ALDH3A2;ALDH2;CIAO1,ITPRIPL1,ARID5A,ASTL,TMEM127,FAHD2CP,ADRA2B,GPAT2;PNPLA3;DGKG;AGPAT3;MBOAT2;STIMATE,GLYCTK,ITIH4,MUSTN1,NEK4,NT5DC2,SFMBT1,ITIH3,LOC101929054	rs1894406;rs6595726;rs12937179;rs17630235;rs3731935;rs9614300;rs13084035;rs452547;rs7597338;rs2289247	6.02;1.87;1.80;1.76;1.69;1.53;1.49;1.45;1.26;1.24	CEL;DGKI;PNLIPRP2;GLYCTK;AGPAT4;AGPAT2;GK2;PPAP2C;ALDH7A1;DGAT1	cg17961200;cg06277657;cg16272420;cg17386185;cg07074571;cg15720535;cg17738194;cg03237153;cg08675664;cg25027167	2.22;1.68;1.33;1.15;1.15;1.13;1.12;1.12;1.04;0.93	PNLIP;DGKZ;MGLL;AGPAT1;DGKG;ALDH3A2;LIPC;PPAP2A;ALDH2;AGPAT3	cg24571875;cg02211741;cg17533116;cg16467507;cg10498502;cg14529102;cg07020025;cg21973405;cg10887937;cg04895047	6.83;6.77;6.54;6.53;6.34;6.27;6.20;6.03;5.84;5.81
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.615114640877707	0.999999999976441	-0.292674820005881	0.032969434712397	0.717041548715904	0.995999995951727	-0.574075217839835	0.164002972863576	0.127010630313286	0.296959956398628	1.14063640604201	0.977393789236502	4.37e-01	0.8291	2.58e+00	2.75e-01	22.5727679370066	B3GNT2;ST3GAL3;B4GALT1;CHST2;B4GALT4;CHST1;B4GALT3;B4GALT2;FUT8;ST3GAL1	rs3935828;rs1875653;rs17247945;rs17572584;rs251457;rs7929114;rs10908824;rs17413167;rs7144971;rs752568	2.59;1.30;1.21;1.10;0.74;0.73;0.50;0.36;0.26;0.24	CHST6;B4GALT3;ST3GAL3;CHST1;B4GALT4;CHST4;B4GALT2;B4GALT1;ST3GAL2;B3GNT1	cg02298612;cg23082632;cg09903430;cg15461516;cg25372693;cg00840403;cg23001650;cg14829378;cg00958517;cg09390932	3.44;0.85;0.81;0.69;0.67;0.67;0.63;0.51;0.32;0.31	B3GNT7;ST3GAL1;CHST1;ST3GAL3;B4GALT1;B4GALT3;ST3GAL2;B3GNT2;CHST6;CHST4	cg08202287;cg00736681;cg25169834;cg22397365;cg14080050;cg15128876;cg01389386;cg25521400;cg01174085;cg03119435	9.78;8.79;7.68;6.91;6.73;6.36;5.67;5.57;4.70;3.82
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.918120071143949	0.999999999980002	-1.39253695952648	0.194162873810563	0.338754726151401	0.846598757571859	0.415864097609146	0.132606462660729	0.137662377248514	0.317294991463039	1.09088212262353	0.476406982867348	4.74e-01	0.8865	1.36e+01	1.12e-03	85.2759684905529	AGPAT1;GPD2;PLA2G4B;GIGYF1,EPHB4,MOSPD3,SLC12A9,ZAN,ACHE,UFSP1,TFR2,TRIP6;CIAO1,ITPRIPL1,ARID5A,ASTL,TMEM127,FAHD2CP,ADRA2B,GPAT2;GNPAT;DUS2,PLA2G15,PRMT7,DPEP3,NFATC3,SLC7A6,ESRP2,TSNAXIP1;DGKG;AGPAT3;CHPT1	rs1894406;rs17208225;rs6493012;rs314376;rs3731935;rs6702011;rs8056893;rs13084035;rs452547;rs4622329	6.02;2.16;1.89;1.85;1.69;1.61;1.58;1.49;1.45;1.39	CHAT;CDIPT;PLD1;PLA2G4E;PISD;PLA2G1B;LCAT;PTDSS1;GPD1;DGKI	cg12052765;cg24235633;cg15329866;cg15228639;cg15823100;cg18133966;cg26924825;cg16177163;cg25181284;cg06277657	4.51;3.07;2.87;2.87;1.94;1.90;1.84;1.73;1.68;1.68	PLD1;LPCAT1;PLA2G2A;PLA2G6;PLA2G12B;PLA2G2D;DGKZ;AGPAT1;DGKG;LPCAT4	cg12782294;cg07035602;cg10993488;cg18981758;cg06345027;cg11788598;cg02211741;cg16467507;cg10498502;cg23441018	7.80;7.76;7.38;7.28;7.14;7.00;6.77;6.53;6.34;6.24
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.168614783298323	0.675055626033999	0.959653632821131	0.89062809654982	0.95998911025916	0.999999999990394	-1.75055971568074	0.103590433311517	0.211019515979236	0.458559740059611	0.80288876219506	0.240728607267269	4.97e-01	0.9214	2.29e+01	1.09e-05	91.2481220074268	IDH2;ACO1;MDH1;PCK2;PDHB;SUCLG2;DLD;SUCLA2;SDHA;SDHC	rs2943226;rs658253;rs13431584;rs2759409;rs4681688;rs11929213;rs6964905;rs7320366;rs10512618;rs4077630	2.30;1.79;1.71;1.47;1.45;1.32;1.02;0.99;0.92;0.66	ACLY;PCK1;SDHD;IDH1;IDH2;PDHA1;CS;DLAT;OGDH;IDH3B	cg25687894;cg13904968;cg14839898;cg07915542;cg17925542;cg13658777;cg10878896;cg00327185;cg07408740;cg23191772	2.68;2.09;1.28;0.79;0.66;0.66;0.63;0.62;0.53;0.52	PC;ACLY;SUCLG2;SUCLG1;SDHB;OGDH;SDHA;PDHA2;OGDHL;ACO1	cg04174538;cg06956006;cg01631215;cg12158889;cg22688160;cg23929194;cg10425513;cg03925149;cg12398421;cg14296220	8.14;7.53;6.99;6.37;6.22;5.99;5.96;5.35;5.23;5.19
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	1	1			0.511516430015714	0.975591725137855	-0.0288714196033858	0.0511114391269464	0.494021721324372	0.848819139366421	0.0149858832564182	0.377037535008221	5.04e-01	0.9247	4.49e-03	9.98e-01	0				ST6GALNAC6;ST8SIA5;ST6GALNAC5;GLB1;ST8SIA1;ST6GALNAC3;ST6GALNAC4;SLC33A1;ST3GAL5;ST3GAL2	cg04460372;cg19751300;cg13823136;cg27034836;cg00769520;cg26363196;cg25732252;cg08596544;cg01040759;cg00958517	2.90;1.95;1.40;1.12;0.70;0.67;0.67;0.43;0.36;0.32	ST3GAL1;ST8SIA1;GLB1;ST6GALNAC6;SLC33A1;ST3GAL2;B3GALT4;ST3GAL5;ST6GALNAC5;ST8SIA5	cg00736681;cg18772376;cg11236746;cg05634734;cg25375916;cg01389386;cg03702686;cg09762115;cg16926302;cg06352249	8.79;8.54;7.66;6.46;5.97;5.67;4.78;4.52;4.37;4.28
KEGG_ENDOMETRIAL_CANCER	0.78908967488275	0.999999999978094	-0.803266614276598	0.152697714739826	0.165027815800683	0.616711323653272	0.974001827965552	0.08007661934395	0.592752215558393	0.943048615668035	-0.234630455967595	0.428472634377808	5.15e-01	0.9354	1.43e+01	7.80e-04	86.0250068735319	PIK3CB;MAP2K1;SOS2;PIK3R5;EGF;GSK3B;TCF7;TBX6,YPEL3,SMG1P5,MAPK3,NPIPB12,CDIPTOSP,INO80E;CTNNB1;TMEM80,HRAS,RNH1,LRRC56,DRD4,ANO9,PHRF1,PTDSS2	rs17282752;rs12914540;rs2356245;rs443532;rs4698788;rs1492272;rs4958172;rs11150590;rs880026;rs176939	2.11;1.90;1.34;1.34;1.30;1.29;1.23;1.21;1.08;1.07	CCND1;ERBB2;CDH1;AXIN1;PIK3CD;EGF;EGFR;MLH1;MAPK1;PIK3CG	cg16794682;cg11993754;cg24765079;cg15001381;cg20994801;cg24818418;cg03860890;cg10990993;cg05546044;cg08779777	4.92;3.36;3.27;2.66;2.62;1.98;1.92;1.75;1.72;1.69	PIK3CD;EGFR;PTEN;MYC;CTNNA2;MAP2K2;AXIN1;PIK3R5;TP53;AKT2	cg09706586;cg21681212;cg02307823;cg08526705;cg27004195;cg21893559;cg27308245;cg03366884;cg06365412;cg11425201	10.44;8.21;8.13;7.01;6.45;6.43;6.42;6.38;6.25;6.25
KEGG_RNA_POLYMERASE	0.0174958276570966	0.113398882962663	2.10845495347579	5.56939366517401	0.946654264854348	0.999999999990172	-1.6132441717681	0.15676463184779	0.727718353053953	0.965946769583021	-0.60592690285146	0.180304598159155	5.25e-01	0.9406	4.88e+00	8.71e-02	59.0366874417386	ZNRD1;POLR2J2;POLR1A;POLR3G;POLR2J;POLR1B;POLR2I;POLR2J3;POLR1D;POLR3F	rs2107195;rs3988090;rs11127017;rs656679;rs6958795;rs934749;rs2227260;rs12113073;rs17754462;rs6045574	16.77;5.95;2.22;2.13;2.11;1.66;1.36;1.32;0.96;0.85	POLR3D;POLR2I;POLR3H;POLR2D;POLR3C;POLR2J2;POLR3K;POLR3GL;POLR1C;POLR2G	cg07059360;cg09056317;cg02738086;cg01200177;cg22262549;cg23488190;cg14747225;cg07036775;cg17102807;cg23517677	2.91;2.77;1.49;1.01;0.76;0.59;0.55;0.53;0.51;0.48	POLR2E;POLR3K;POLR2B;POLR3H;POLR3F;POLR1B;POLR2A;POLR1D;POLR2F;POLR3B	cg04988568;cg11876012;cg18912470;cg01259871;cg15698192;cg24304518;cg23793625;cg24432757;cg14039649;cg02032070	7.24;7.18;6.39;5.43;5.41;5.12;4.93;4.57;4.51;4.45
KEGG_STEROID_BIOSYNTHESIS	0.777724458435229	0.999999999977968	-0.764530642658078	0.194516883334015	0.137518046352381	0.572912255026676	1.09153829068055	0.204087088251732	0.672915975182211	0.963799275128523	-0.447979419530594	0.531038880058757	5.28e-01	0.9428	9.19e+00	1.01e-02	78.2446385293834	SOAT1;FDFT1;DHCR24;DHCR7;NAALADL1,TM7SF2,DPF2,TIGD3,POLA2;HSD17B7;YBEY,LSS;CYP27B1;SOAT2;LIPA	rs4652424;rs11785912;rs4927181;rs12793607;rs1129195;rs10917583;rs2839373;rs2228226;rs2272306;rs7096524	2.29;1.39;1.38;1.34;1.33;1.25;1.03;0.81;0.72;0.69	CEL;DHCR7;CYP27B1;SOAT2;SOAT1;LSS;SC5DL;FDFT1;SQLE;DHCR24	cg17961200;cg10763288;cg18413900;cg23841186;cg02275294;cg19830147;cg13982661;cg22870256;cg04618607;cg25536676	2.22;2.16;2.13;1.26;1.06;0.64;0.58;0.45;0.37;0.34	DHCR24;CYP27B1;SOAT1;FDFT1;LIPA;CYP51A1;LSS;SC5DL;SQLE;CEL	cg10177197;cg18413900;cg03312984;cg12568669;cg09797463;cg10655371;cg12581717;cg26829451;cg00285394;cg14496048	10.09;7.67;5.43;5.15;4.90;4.28;4.21;3.70;3.41;3.22
KEGG_OTHER_GLYCAN_DEGRADATION	0.436742788521551	0.999999999974977	0.159232655074569	0.637835004204695	1	1			0.65683863717675	0.963218810580338	-0.403850408488455	0.312098019482499	5.69e-01	1.0000	3.34e-01	8.46e-01	0	MAN2B1;MAN2C1;HEXB;FUCA1;ENGASE;APOM,CLIC1,NEU1;AGA;THBS3,GBA,HCN3,RIT1,ADAM15,RUSC1-AS1,SYT11,MUC1;NEU4;HEXA	rs17476839;rs10851885;rs17738645;rs2229579;rs3744168;rs7775397;rs13101817;rs4745;rs6733823;rs3087652	2.60;2.24;1.69;1.03;1.01;0.99;0.96;0.93;0.81;0.55				GLB1;MAN2B1;ENGASE;NEU1;NEU4;NEU3;MAN2B2;NEU2;MAN2C1;HEXA	cg11236746;cg02678141;cg21088108;cg18674618;cg20791593;cg16385237;cg25892537;cg01246961;cg12061118;cg24495350	7.66;5.30;5.14;4.99;4.69;4.66;4.36;4.26;3.79;3.58
KEGG_SPLICEOSOME	0.073286822321133	0.389008287340624	1.45174096362088	2.40501263442215	0.726806109743784	0.996557056185371	-0.603181759860048	0.193143094866117	0.886287956945998	0.980671427382253	-1.2070209235857	1.47860183023676	5.82e-01	1.0000	1.97e+00	3.73e-01	0	DDX39B;PRPF4;HSPA1B;DHX16;U2AF1;CTNNBL1;CLEC18A,CLEC18C,EXOSC6,SMG1P7,COG4,SF3B3,PDPR;DHX15;EFTUD2;SRSF8	rs9267502;rs4979225;rs499691;rs2853916;rs234723;rs4809878;rs6499323;rs7665329;rs17686001;rs7949201	18.42;3.86;3.77;3.26;2.74;2.09;1.99;1.96;1.93;1.92	PRPF40B;DHX38;RBM17;LSM7;CTNNBL1;LSM3;SF3B4;MAGOH;LSM2;HSPA1A	cg13307384;cg22337624;cg00242839;cg05163057;cg00481227;cg08611205;cg21363943;cg11841758;cg07935151;cg00929855	2.47;2.09;1.38;1.38;1.31;1.28;1.25;1.01;0.95;0.84	DDX5;PUF60;U2AF2;ACIN1;SF3B4;CCDC12;HSPA1L;SNRPB2;HNRNPM;TRA2B	cg14548777;cg00274357;cg03734391;cg16502747;cg22221738;cg19114543;cg18932740;cg03850957;cg15722438;cg12825509	7.70;7.58;7.44;7.08;6.72;6.55;6.54;6.52;6.44;6.15
KEGG_OLFACTORY_TRANSDUCTION	0.172749368876617	0.681128647296791	0.943356201869906	1.50146274509081	0.956528791017968	0.999999999990331	-1.71175180075355	0.185434999242473	0.358901691838078	0.673758027646412	0.361396072377982	0.404790182931145	5.93e-01	1.0000	9.75e+00	7.65e-03	79.4812527424367	OR2H2;OR7C1;OR7A5;GNAL;OR13A1;PRKG2;CALML6;CALM1;OR5P2;CLCA2	rs1610729;rs3752193;rs3752193;rs662515;rs3824612;rs10002442;rs10907193;rs741098;rs4237761;rs9659676	6.12;4.20;4.20;2.36;2.35;2.06;1.93;1.58;1.52;1.52	CNGA3;PDE1C;OR12D2;OR8B8;OR7C2;OR10A4;PRKG2;GUCY2D;OR10A5;PRKACG	cg15954792;cg00546491;cg21414251;cg14620221;cg19784470;cg03898365;cg16744741;cg25465406;cg22951794;cg12493160	3.16;2.06;2.03;1.95;1.72;1.67;1.55;1.54;1.49;1.25	OR6M1;CAMK2G;PRKACA;CAMK2D;OR5P3;CALM2;OR10P1;OR7A5;CLCA1;GUCA1B	cg00079598;cg14632281;cg19621460;cg07795325;cg25541968;cg27073431;cg26148774;cg06639544;cg07232063;cg01951696	7.96;7.72;7.04;6.73;6.71;6.68;6.65;6.37;6.23;6.15
KEGG_GNRH_SIGNALING_PATHWAY	0.997988917944623	0.999999999984806	-2.87641821517646	0.288553237360938	0.593753791966057	0.985564392392062	-0.237211885586328	0.156891225517135	0.00378072007191144	0.017075488493238	2.67104991642992	0.440387910313178	6.01e-01	1.0000	4.28e+01	5.05e-10	95.3283103117722	ITPR3,BAK1;ATF4;CALML6;MAP2K1;PLA2G4B;PRKCD;MAPK13;CACNA1D;CALM1;ITPR1	rs6457736;rs4820379;rs10907193;rs12914540;rs6493012;rs1483986;rs9470235;rs219847;rs741098;rs13327148	4.07;2.84;1.93;1.90;1.89;1.77;1.66;1.66;1.58;1.56	HBEGF;GNA11;PLD1;PLA2G4E;MMP14;ADCY8;ADCY5;ADCY1;EGFR;PLA2G1B	cg01599709;cg13960192;cg15329866;cg15228639;cg10599444;cg13912117;cg13384396;cg07651242;cg03860890;cg18133966	3.65;3.37;2.87;2.87;2.58;2.42;2.07;1.97;1.92;1.90	PTK2B;PLCB2;PRKCA;GNAQ;EGFR;CACNA1C;SRC;PLD1;CAMK2G;ADCY5	cg18734877;cg05884705;cg14648237;cg14149552;cg21681212;cg03047070;cg23410129;cg12782294;cg14632281;cg20789595	11.03;9.02;8.76;8.35;8.21;8.16;7.99;7.80;7.72;7.41
KEGG_TRYPTOPHAN_METABOLISM	0.523184290979694	0.999999999975681	-0.0581471494860994	0.323700591357249	0.678124700903057	0.993863853720048	-0.462461230927125	0.230540161949974	0.487052951532037	0.847517044799407	0.0324591366624748	0.201693631207028	6.11e-01	1.0000	6.12e-01	7.36e-01	0	EHHADH;AADAT;WARS;HAAO;KYNU;ALDH7A1;ALDH3A2;ALDH2;CYP1B1;WARS2	rs3774051;rs4692601;rs1009812;rs4953658;rs9013;rs6595726;rs12937179;rs17630235;rs4670826;rs2764473	2.59;2.35;1.95;1.93;1.91;1.87;1.80;1.76;1.69;1.62	KYNU;IL4I1;ABP1;AANAT;ALDH7A1;EHHADH;DDC;CAT;CYP1A2;CYP1B1	cg06131859;cg04315771;cg07897701;cg09382492;cg08675664;cg11935638;cg04144768;cg06908474;cg09207718;cg25856383	4.72;3.38;1.48;1.36;1.04;1.04;0.98;0.82;0.72;0.66	WARS;ACMSD;ALDH3A2;OGDH;DDC;GCDH;ALDH2;KYNU;HADH;AOX1	cg10167235;cg02499308;cg14529102;cg23929194;cg15600279;cg03619083;cg10887937;cg19826115;cg07005654;cg24569637	8.71;6.33;6.27;5.99;5.98;5.87;5.84;5.80;5.80;5.68
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.648630601995351	0.999999999976729	-0.381626000094034	0.207368764725808	0.137145917291395	0.572138476159037	1.09323226385478	0.135916841597913	0.889739473735138	0.981858038871657	-1.2251437796335	0.221794660256977	6.17e-01	1.0000	1.62e+01	2.98e-04	87.6812236260861	TRAF3;DDX58;MAPK13;DHX58;MAVS;IKBKE;ATG12;PHPT1,C8G,FBXW5,PTGDS,TRAF2,EDF1,AJM1,LCNL1;MAP3K1;MAPK9	rs4906245;rs11795343;rs9470235;rs2079009;rs3746666;rs2026081;rs1058600;rs2049040;rs16885358;rs3812066	3.22;2.12;1.66;1.64;1.60;1.38;1.32;1.29;1.21;1.17	CASP10;RIPK1;IRF7;TNF;CASP8;MAPK8;MAPK12;IFNK;TRAF2;ATG5	cg16745604;cg04099420;cg00645579;cg11484872;cg23410113;cg19612574;cg21974239;cg09179743;cg14507042;cg09354267	3.74;3.23;3.14;3.08;2.45;1.22;1.13;0.99;0.95;0.88	CASP10;ATG5;IRF3;TRAF3;TNF;IRF7;IL12B;MAPK10;TRADD;TRAF2	cg24599065;cg04389950;cg03172226;cg06813260;cg20477259;cg00645579;cg18307303;cg01368160;cg27168443;cg14333394	8.92;8.13;7.01;6.72;6.04;5.85;5.80;5.69;5.61;5.60
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.640901018400595	0.999999999976661	-0.360868218090888	0.890320381108479	0.802325129311427	0.999999999988938	-0.84995565466266	0.127275761174172	0.261434873297249	0.531303129604088	0.638928038862236	0.138716443030507	6.29e-01	1.0000	8.39e+00	1.51e-02	76.1510680752847	BCAT2;TUBG2,CNTNAP1,EZH1,HSD17B1,TUBG1,COASY,NAGLU,PLEKHH3;VNN2;VNN1;BCAT1;PANK2;UPB1;DPYS;PPCDC;PANK4	rs736170;rs752313;rs4895943;rs4895943;rs4963801;rs7270329;rs873833;rs2918072;rs12441932;rs10910093	2.50;1.46;1.30;1.30;1.21;1.14;1.04;0.77;0.77;0.74	UPB1;VNN2;VNN1;DPYS;PANK3;DPYD;PANK4;BCAT2;COASY;ENPP1	cg10613381;cg17836145;cg02184413;cg10303487;cg16421589;cg06347996;cg09044743;cg23441208;cg25831111;cg05417985	1.46;1.28;0.96;0.90;0.71;0.50;0.48;0.44;0.42;0.32	PPCDC;BCAT1;PANK1;PANK4;VNN2;DPYS;ENPP3;COASY;UPB1;VNN1	cg16223079;cg16490209;cg00257187;cg08418375;cg17836145;cg12896922;cg22069017;cg01756799;cg03091668;cg00852964	9.90;7.01;6.22;6.07;5.98;5.95;5.63;5.27;5.05;4.88
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.583950204388238	0.999999999976179	-0.212009540554879	0.356502373645821	0.520570748446918	0.976679011993956	-0.0515860900604438	0.147498819837154	0.632904728172714	0.962373100801821	-0.339556497221535	0.453974863688665	6.36e-01	1.0000	1.55e-01	9.25e-01	0	CBS;ADI1;TRDMT1;APIP;CTH;CDO1;BHMT;MTAP;DNMT1;LDHC	rs234723;rs11680305;rs7916779;rs2553796;rs17131241;rs12655946;rs7709325;rs1377199;rs7254567;rs7950283	2.74;2.22;1.97;1.72;1.65;1.33;1.32;1.24;1.14;1.12	IL4I1;BHMT;SDS;DNMT3B;DNMT3L;MPST;MTAP;CBS;LDHC;MAT1A	cg04315771;cg05890484;cg04123409;cg17482740;cg27076046;cg08727202;cg25162921;cg22633722;cg08418111;cg18292394	3.38;3.00;2.99;1.59;1.52;1.31;1.15;1.15;1.07;0.90	AHCYL2;DNMT3B;LDHAL6A;DNMT3A;MAT1A;CBS;LDHA;DNMT3L;TAT;MTR	cg03822873;cg24403338;cg27316453;cg17742416;cg25726847;cg14171527;cg02232751;cg26398867;cg08862162;cg17297354	9.61;6.66;6.46;6.40;6.31;5.83;5.74;5.66;5.55;5.47
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	1	1			1	1			0.647666873217995	0.96289231586719	-0.37902910140478	0.0965447628248916	6.48e-01	1.0000	0.00e+00	1.00e+00	0							GGT1;GGT7;GGT5;GGT6;GAD1;ADO;CDO1;CSAD;BAAT;GAD2	cg27200006;cg26050636;cg21021469;cg02986643;cg09742688;cg12662530;cg06682875;cg05739419;cg13823666;cg03596280	6.14;5.64;4.73;4.70;4.65;4.24;3.47;3.24;2.41;2.34
